,chr,start,end,width,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id,is_low_mappability
4538,6.0,1,500000,500000,179,-1.0,0.711527,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
4539,6.0,500001,1000000,500000,76,0.418808,0.98897,1.0710449793601502,2.08077495409522,True,True,70.95873792845092,46.0,,2,2,SA1015-A95736A-R03-C04,False
4540,6.0,1000001,1500000,500000,92,0.446836,0.989975,1.20021411064177,2.33171856374044,True,True,76.6529898159641,46.0,,2,2,SA1015-A95736A-R03-C04,False
4541,6.0,1500001,2000000,500000,92,0.435034,0.998638,1.24055322667443,2.4100874688085,True,True,74.1604616567931,46.0,,2,2,SA1015-A95736A-R03-C04,False
4542,6.0,2000001,2500000,500000,76,0.405094,0.985792,1.11020309455359,2.15684946722422,True,True,68.4559432169116,46.0,,2,2,SA1015-A95736A-R03-C04,False
4543,6.0,2500001,3000000,500000,61,0.436748,0.998797,0.818639305541155,1.59041328444074,True,True,74.5138910227092,46.0,,2,2,SA1015-A95736A-R03-C04,False
4544,6.0,3000001,3500000,500000,90,0.47019,0.99262,1.0976722558058298,2.13250515309867,True,True,81.99168697575259,46.0,,2,2,SA1015-A95736A-R03-C04,False
4545,6.0,3500001,4000000,500000,78,0.445422,0.999321,1.02164996601654,1.9848126849065104,True,True,76.3470881363853,46.0,,2,2,SA1015-A95736A-R03-C04,False
4546,6.0,4000001,4500000,500000,201,0.4192520000000001,0.991099,2.82927721309564,5.496584435434929,True,True,71.042879456862,46.0,,2,2,SA1015-A95736A-R03-C04,False
4547,6.0,4500001,5000000,500000,97,0.4255140000000001,0.995484,1.34255374914291,2.6082492048206003,True,True,72.25036618602779,46.0,,2,2,SA1015-A95736A-R03-C04,False
4548,6.0,5000001,5500000,500000,82,0.421484,0.997963,1.1473535221405702,2.22902354090607,True,True,71.46881795160759,46.0,,2,2,SA1015-A95736A-R03-C04,False
4549,6.0,5500001,6000000,500000,61,0.4352180000000001,0.993379,0.822121667399165,1.597178650485,True,True,74.198263370162,46.0,,2,2,SA1015-A95736A-R03-C04,False
4550,6.0,6000001,6500000,500000,53,0.408986,0.981231,0.766479602432177,1.48907990822059,True,True,69.14730650603289,46.0,,2,2,SA1015-A95736A-R03-C04,False
4551,6.0,6500001,7000000,500000,147,0.447466,0.998534,1.91431375095786,3.71903718707763,True,True,76.78992010920159,46.0,,2,2,SA1015-A95736A-R03-C04,False
4552,6.0,7000001,7500000,500000,54,0.443676,0.999329,0.710787309565712,1.3808835855956498,True,True,75.97209358309141,46.0,,2,2,SA1015-A95736A-R03-C04,False
