,chr,start,end,width,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id,is_low_mappability
4176,5.0,1,500000,500000,147,-1.0,0.961567,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,False
4177,5.0,500001,1000000,500000,168,0.5274800000000001,0.944236,1.72528493376278,3.35180104293666,True,True,97.3752200070503,46.0,,2,2,SA1015-A95736A-R03-C04,False
4178,5.0,1000001,1500000,500000,104,0.566016,0.994171,0.949329879698563,1.84431268052914,True,True,109.550960339543,46.0,,2,2,SA1015-A95736A-R03-C04,False
4179,5.0,1500001,2000000,500000,89,0.506938,0.986417,0.972830868010267,1.8899692764871296,True,True,91.4855839042525,46.0,,2,2,SA1015-A95736A-R03-C04,False
4180,5.0,2000001,2500000,500000,106,0.458142,0.999115,1.3388893490450802,2.60113018359153,True,True,79.1700972717434,46.0,,2,2,SA1015-A95736A-R03-C04,False
4181,5.0,2500001,3000000,500000,98,0.44485,0.999485,1.28568589694773,2.4977690617629102,True,True,76.22390525761858,46.0,,2,2,SA1015-A95736A-R03-C04,False
4182,5.0,3000001,3500000,500000,84,0.44695,0.993749,1.09549396707564,2.12827327794877,True,True,76.6777385586462,46.0,,2,2,SA1015-A95736A-R03-C04,False
4183,5.0,3500001,4000000,500000,72,0.43404,0.997152,0.973540917291883,1.89134872626733,True,True,73.9568298785877,46.0,,2,2,SA1015-A95736A-R03-C04,False
4184,5.0,4000001,4500000,500000,89,0.403354,0.995307,1.3059100828561798,2.53705964275272,True,True,68.1517059776017,46.0,,2,2,SA1015-A95736A-R03-C04,False
4185,5.0,4500001,5000000,500000,76,0.396428,0.991113,1.13482947510231,2.20469242138886,True,True,66.9704142053133,46.0,,2,2,SA1015-A95736A-R03-C04,False
4186,5.0,5000001,5500000,500000,101,0.420158,0.99817,1.41823697179697,2.75528294960119,True,True,71.21517913330709,46.0,,2,2,SA1015-A95736A-R03-C04,False
4187,5.0,5500001,6000000,500000,61,0.418834,0.999384,0.8595948998483179,1.6699798540122102,True,True,70.9636597550356,46.0,,2,2,SA1015-A95736A-R03-C04,False
4188,5.0,6000001,6500000,500000,103,0.439504,0.999074,1.3717187136736295,2.66490950284922,True,True,75.0882808357649,46.0,,2,2,SA1015-A95736A-R03-C04,False
4189,5.0,6500001,7000000,500000,72,0.442154,0.99453,0.9517807948353728,1.84907420122114,True,True,75.64767054629809,46.0,,2,2,SA1015-A95736A-R03-C04,False
4190,5.0,7000001,7500000,500000,61,0.40294,0.982365,0.8960078597222478,1.74072121069679,True,True,68.0797599464242,46.0,,2,2,SA1015-A95736A-R03-C04,False
4191,5.0,7500001,8000000,500000,64,0.408548,0.994672,0.926612941633201,1.8001792998859,True,True,69.0687525766657,46.0,,2,2,SA1015-A95736A-R03-C04,False
