,chr,start,end,width,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id,is_low_mappability
2582,2.0,1,500000,500000,80,-1.0,0.973072,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,False
2583,2.0,500001,1000000,500000,79,0.4497,0.991188,1.02227463190193,1.9860262559086896,True,True,77.2786465932561,46.0,,2,2,SA1015-A95736A-R03-C04,False
2584,2.0,1000001,1500000,500000,236,0.442504,0.975725,3.11666062207049,6.054899175843519,True,True,75.72207199230371,46.0,,2,2,SA1015-A95736A-R03-C04,False
2585,2.0,1500001,2000000,500000,151,0.49265,0.994069,1.72304802177093,3.3474552773181703,True,True,87.6353984869232,46.0,,2,2,SA1015-A95736A-R03-C04,False
2586,2.0,2000001,2500000,500000,185,0.415104,0.991241,2.63291202117878,5.11509553340881,True,True,70.2644062968627,46.0,,2,2,SA1015-A95736A-R03-C04,False
2587,2.0,2500001,3000000,500000,164,0.471868,0.997842,1.99038621386947,3.86682712921188,True,True,82.39606909312892,46.0,,2,2,SA1015-A95736A-R03-C04,False
2588,2.0,3000001,3500000,500000,88,0.476892,0.992667,1.05233609696801,2.04442823229468,True,True,83.62347376807209,46.0,,2,2,SA1015-A95736A-R03-C04,False
2589,2.0,3500001,4000000,500000,403,-1.0,0.893383,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
2590,2.0,4000001,4500000,500000,95,0.393196,0.994046,1.42996010783831,2.77805809754395,True,True,66.43541975699779,46.0,,2,2,SA1015-A95736A-R03-C04,False
2591,2.0,4500001,5000000,500000,48,0.380274,0.983759,0.745344281340602,1.44801921737978,True,True,64.3997696120584,46.0,,2,2,SA1015-A95736A-R03-C04,False
2592,2.0,5000001,5500000,500000,83,-1.0,0.792437,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
2593,2.0,5500001,6000000,500000,200,0.414498,0.99571,2.8509480807826098,5.53868556058422,True,True,70.15210180365622,46.0,,2,2,SA1015-A95736A-R03-C04,False
