,chr,start,end,width,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id,is_low_mappability
1756,15.0,1,500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1757,15.0,500001,1000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1758,15.0,1000001,1500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1759,15.0,1500001,2000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1760,15.0,2000001,2500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1761,15.0,2500001,3000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1762,15.0,3000001,3500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1763,15.0,3500001,4000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1764,15.0,4000001,4500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1765,15.0,4500001,5000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1766,15.0,5000001,5500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1767,15.0,5500001,6000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1768,15.0,6000001,6500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1769,15.0,6500001,7000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1770,15.0,7000001,7500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1771,15.0,7500001,8000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1772,15.0,8000001,8500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1773,15.0,8500001,9000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1774,15.0,9000001,9500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1775,15.0,9500001,10000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1776,15.0,10000001,10500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1777,15.0,10500001,11000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1778,15.0,11000001,11500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1779,15.0,11500001,12000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1780,15.0,12000001,12500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1781,15.0,12500001,13000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1782,15.0,13000001,13500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1783,15.0,13500001,14000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1784,15.0,14000001,14500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1785,15.0,14500001,15000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1786,15.0,15000001,15500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1787,15.0,15500001,16000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1788,15.0,16000001,16500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
