,chr,start,end,width,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id,is_low_mappability
1042,12.0,1,500000,500000,184,-1.0,0.7618149999999999,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1043,12.0,500001,1000000,500000,83,0.442662,0.995316,1.0956271470464698,2.12853201362565,True,True,75.7556986642276,46.0,,2,2,SA1015-A95736A-R03-C04,False
1044,12.0,1000001,1500000,500000,73,0.3995,0.989005,1.08166559601681,2.10140818011475,True,True,67.4885105607682,46.0,,2,2,SA1015-A95736A-R03-C04,False
1045,12.0,1500001,2000000,500000,77,0.45489,0.997957,0.9817280818705,1.9072543579901104,True,True,78.43312361330321,46.0,,2,2,SA1015-A95736A-R03-C04,False
1046,12.0,2000001,2500000,500000,158,0.456624,0.990908,2.00444574529392,3.89414131434703,True,True,78.8247825469736,46.0,,2,2,SA1015-A95736A-R03-C04,False
1047,12.0,2500001,3000000,500000,148,0.481524,0.995793,1.7457513494267198,3.39156221630874,True,True,84.7772508087138,46.0,,2,2,SA1015-A95736A-R03-C04,False
1048,12.0,3000001,3500000,500000,95,0.5052840000000001,0.998565,1.04361731335289,2.02748979653696,True,True,91.029536195397,46.0,,2,2,SA1015-A95736A-R03-C04,False
1049,12.0,3500001,4000000,500000,89,0.444336,0.984948,1.1693065295144098,2.27167279354329,True,True,76.11348928065941,46.0,,2,2,SA1015-A95736A-R03-C04,False
1050,12.0,4000001,4500000,500000,67,0.438712,0.997298,0.8942580356153991,1.7373217361221698,True,True,74.9224466894421,46.0,,2,2,SA1015-A95736A-R03-C04,False
1051,12.0,4500001,5000000,500000,70,0.416972,0.993988,0.991320653580035,1.92589034746134,True,True,70.61287359161079,46.0,,2,2,SA1015-A95736A-R03-C04,False
1052,12.0,5000001,5500000,500000,122,0.435612,0.990549,1.6424490454216698,3.19087144139614,True,True,74.279321078529,46.0,,2,2,SA1015-A95736A-R03-C04,False
1053,12.0,5500001,6000000,500000,107,0.443256,0.998814,1.4100777775036002,2.73943165721067,True,True,75.8823390504263,46.0,,2,2,SA1015-A95736A-R03-C04,False
1054,12.0,6000001,6500000,500000,137,0.483922,0.99604,1.6045365550544,3.11721686859684,True,True,85.3829098305307,46.0,,2,2,SA1015-A95736A-R03-C04,False
1055,12.0,6500001,7000000,500000,109,-1.0,0.998355,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,False
1056,12.0,7000001,7500000,500000,62,-1.0,0.8932450000000001,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
1057,12.0,7500001,8000000,500000,57,0.408076,0.992977,0.826274802543409,1.6052471627843503,True,True,68.9843134808718,46.0,,2,2,SA1015-A95736A-R03-C04,False
1058,12.0,8000001,8500000,500000,14,0.443904,0.984476,0.18415990509383887,0.357777054607674,True,True,76.0208906106153,46.0,,2,2,SA1015-A95736A-R03-C04,False
1059,12.0,8500001,9000000,500000,32,0.425494,0.986109,0.442928350940898,0.860500013404768,True,True,72.2464478329812,46.0,,2,2,SA1015-A95736A-R03-C04,False
1060,12.0,9000001,9500000,500000,59,0.408416,0.993658,0.854513735180538,1.66010841034542,True,True,69.0451160361217,46.0,,2,2,SA1015-A95736A-R03-C04,False
1061,12.0,9500001,10000000,500000,48,0.401442,0.989465,0.7077469398204058,1.3749769006859198,True,True,67.82085135144521,46.0,,2,2,SA1015-A95736A-R03-C04,False
1062,12.0,10000001,10500000,500000,70,0.387344,0.994841,1.06881567726832,2.07644397262648,True,True,65.4930513172355,46.0,,2,2,SA1015-A95736A-R03-C04,False
1063,12.0,10500001,11000000,500000,64,0.36665,0.987759,1.02510602693763,1.99152695474859,True,True,62.432566308473994,46.0,,2,2,SA1015-A95736A-R03-C04,False
1064,12.0,11000001,11500000,500000,45,0.372514,0.986396,0.7113864473466041,1.38204756181752,True,True,63.2567575160382,46.0,,2,2,SA1015-A95736A-R03-C04,False
1065,12.0,11500001,12000000,500000,102,0.41714,0.993514,1.44385153161572,2.8050456911835897,True,True,70.6443825881865,46.0,,2,2,SA1015-A95736A-R03-C04,False
1066,12.0,12000001,12500000,500000,62,0.422946,0.994853,0.8641056115533058,1.67874304894963,True,True,71.750488795634,46.0,,2,2,SA1015-A95736A-R03-C04,False
1067,12.0,12500001,13000000,500000,48,0.423706,0.996633,0.667614796785989,1.29701009285861,True,True,71.8977473703101,46.0,,2,2,SA1015-A95736A-R03-C04,False
1068,12.0,13000001,13500000,500000,97,0.435562,0.998612,1.30606263681363,2.53735601728407,True,True,74.2690260527232,46.0,,2,2,SA1015-A95736A-R03-C04,False
1069,12.0,13500001,14000000,500000,132,0.408382,0.988914,1.91196195536017,3.7144682310849904,True,True,69.0390306302588,46.0,,2,2,SA1015-A95736A-R03-C04,False
1070,12.0,14000001,14500000,500000,94,0.40856,0.99868,1.3609204019986698,2.6439310594478904,True,True,69.0709022084983,46.0,,2,2,SA1015-A95736A-R03-C04,False
1071,12.0,14500001,15000000,500000,49,0.38677,0.99683,0.7492074761513778,1.45552444746811,True,True,65.4024439954995,46.0,,2,2,SA1015-A95736A-R03-C04,False
1072,12.0,15000001,15500000,500000,63,0.376324,0.997768,0.98729828427545,1.9180758807803,True,True,63.810502867665704,46.0,,2,2,SA1015-A95736A-R03-C04,False
1073,12.0,15500001,16000000,500000,76,0.37357,0.998147,1.19857186619989,2.32852808979302,True,True,63.40879687169729,46.0,,2,2,SA1015-A95736A-R03-C04,False
1074,12.0,16000001,16500000,500000,90,0.382448,0.997959,1.39037623159359,2.7011564362101503,True,True,64.7306807718122,46.0,,2,2,SA1015-A95736A-R03-C04,False
