,chr,start,end,width,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id,is_low_mappability
4881,7.0,1,500000,500000,98,-1.0,0.86055,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
4882,7.0,500001,1000000,500000,65,0.5507340000000001,0.996745,0.6217324505225439,1.20787206525016,True,True,104.54657778497801,46.0,,2,2,SA1015-A95736A-R03-C04,False
4883,7.0,1000001,1500000,500000,102,0.568696,0.989698,0.9234746645990122,1.79408240537858,True,True,110.45240753225201,46.0,,2,2,SA1015-A95736A-R03-C04,False
4884,7.0,1500001,2000000,500000,105,0.560474,0.997742,0.974845231338933,1.89388268520806,True,True,107.709405169664,46.0,,2,2,SA1015-A95736A-R03-C04,False
4885,7.0,2000001,2500000,500000,74,0.53314,0.993284,0.7469358620989859,1.45111126434632,True,True,99.0714246763443,46.0,,2,2,SA1015-A95736A-R03-C04,False
4886,7.0,2500001,3000000,500000,86,0.530192,0.997007,0.875906443650298,1.70166914107283,True,True,98.1840019826765,46.0,,2,2,SA1015-A95736A-R03-C04,False
4887,7.0,3000001,3500000,500000,87,0.438038,0.997689,1.16338452926415,2.2601678147269504,True,True,74.7818092914028,46.0,,2,2,SA1015-A95736A-R03-C04,False
4888,7.0,3500001,4000000,500000,180,0.408552,0.995013,2.60607186261943,5.062951757217808,True,True,69.0694691047688,46.0,,2,2,SA1015-A95736A-R03-C04,False
4889,7.0,4000001,4500000,500000,76,0.4733600000000001,0.99504,0.918340572588727,1.7841081370024698,True,True,82.7579683055516,46.0,,2,2,SA1015-A95736A-R03-C04,False
4890,7.0,4500001,5000000,500000,58,0.49445,0.973929,0.658273179251365,1.27886164515439,True,True,88.10931666084541,46.0,,2,2,SA1015-A95736A-R03-C04,False
4891,7.0,5000001,5500000,500000,88,0.505432,0.998531,0.9662871947606608,1.87725654110444,True,True,91.0702330292152,46.0,,2,2,SA1015-A95736A-R03-C04,False
